Category,Bosch Name,Unit,DDE4 M57 (E39) ADR,DDE4 M57 (E39) FACT_A,DDE4 M57 (E39) FACT_B,DDE5 M57TU (E39/E46) ADR,DDE5 M57TU (E39/E46) FACT_A,DDE5 M57TU (E39/E46) FACT_B,DDE5 M57TU (E53) ADR,DDE5 M57TU (E53) FACT_A,DDE5 M57TU (E53) FACT_B,DDE5 M57TU (E60) ADR,DDE5 M57TU (E60) FACT_A,DDE5 M57TU (E60) FACT_B,DDE6 M57TU2 (E60/E90) ADR,DDE6 M57TU2 (E60/E90) FACT_A,DDE6 M57TU2 (E60/E90) FACT_B,DDE6.2 M57TU2TOP ADR,DDE6.2 M57TU2TOP FACT_A,DDE6.2 M57TU2TOP FACT_B,DDE5 M47TU (E46) ADR,DDE5 M47TU (E46) FACT_A,DDE5 M47TU (E46) FACT_B,DDE5 M47TU (E46/E83) ADR,DDE5 M47TU (E46/E83) FACT_A,DDE5 M47TU (E46/E83) FACT_B,DDE6 M47TU2 (E90) ADR,DDE6 M47TU2 (E90) FACT_A,DDE6 M47TU2 (E90) FACT_B
RAIL/FUEL,InjVlv_nCyl6,rpm,,,,0x00A6,0.000000,0,0x142E,0.125002,0.000000,0x00A6,0.000000,0,,,,,,,0x00A6,0.000000,0,0x142E,0.125002,0.000000,,,
RAIL/FUEL,InjVlv_nCyl[0],rpm,,,,,,,,,,,,,0x1770,0.125002,0.000000,0x1770,0.125002,0.000000,,,,,,,0x1770,0.125002,0.000000
RAIL/FUEL,InjVlv_nCyl[1],rpm,,,,,,,,,,,,,0x1771,0.125002,0.000000,0x1771,0.125002,0.000000,,,,,,,0x1771,0.125002,0.000000
RAIL/FUEL,InjVlv_nCyl[2],rpm,,,,,,,,,,,,,0x1772,0.125002,0.000000,0x1772,0.125002,0.000000,,,,,,,0x1772,0.125002,0.000000
RAIL/FUEL,InjVlv_nCyl[3],rpm,,,,,,,,,,,,,0x1773,0.125002,0.000000,0x1773,0.125002,0.000000,,,,,,,0x1773,0.125002,0.000000
RAIL/FUEL,InjVlv_nCyl[4],rpm,,,,,,,,,,,,,0x1774,0.125002,0.000000,0x1774,0.125002,0.000000,,,,,,,0x1774,0.125002,0.000000
RAIL/FUEL,InjVlv_nCyl[5],rpm,,,,,,,,,,,,,0x1775,0.125002,0.000000,0x1775,0.125002,0.000000,,,,,,,0x1775,0.125002,0.000000
RAIL/FUEL,InjVlv_nHiDwnRunUpTst,rpm,,,,,,,,,,,,,0x1793,0.125002,0.000000,0x1793,0.125002,0.000000,,,,,,,0x1793,0.125002,0.000000
RAIL/FUEL,InjVlv_nHiUpRunUpTst,rpm,,,,,,,,,,,,,0x1791,0.125002,0.000000,0x1791,0.125002,0.000000,,,,,,,0x1791,0.125002,0.000000
RAIL/FUEL,InjVlv_nLoDwnRunUpTst,rpm,,,,,,,,,,,,,0x1792,0.125002,0.000000,0x1792,0.125002,0.000000,,,,,,,0x1792,0.125002,0.000000
RAIL/FUEL,InjVlv_nLoUpRunUpTst,rpm,,,,,,,,,,,,,0x1790,0.125002,0.000000,0x1790,0.125002,0.000000,,,,,,,0x1790,0.125002,0.000000
RAIL/FUEL,InjVlv_qFBCCyl1,mg/hub,,,,0x00A7,-99.998993,0,0x142F,0.003052,-99.998993,0x00A7,-99.998993,0,,,,,,,0x00A7,-99.998993,0,0x142F,0.003052,-99.998993,,,
RAIL/FUEL,InjVlv_qFBCCyl2,mg/hub,,,,0x00A8,-99.998993,0,0x1430,0.003052,-99.998993,0x00A8,-99.998993,0,,,,,,,0x00A8,-99.998993,0,0x1430,0.003052,-99.998993,,,
RAIL/FUEL,InjVlv_qFBCCyl3,mg/hub,,,,0x00A9,-99.998993,0,0x1431,0.003052,-99.998993,0x00A9,-99.998993,0,,,,,,,0x00A9,-99.998993,0,0x1431,0.003052,-99.998993,,,
RAIL/FUEL,InjVlv_qFBCCyl4,mg/hub,,,,0x00AA,-99.998993,0,0x1432,0.003052,-99.998993,0x00AA,-99.998993,0,,,,,,,0x00AA,-99.998993,0,0x1432,0.003052,-99.998993,,,
RAIL/FUEL,InjVlv_qFBCCyl5,mg/hub,,,,0x00AB,-99.998993,0,0x1433,0.003052,-99.998993,0x00AB,-99.998993,0,,,,,,,0x00AB,-99.998993,0,0x1433,0.003052,-99.998993,,,
RAIL/FUEL,InjVlv_qFBCCyl6,mg/hub,,,,0x00AC,-99.998993,0,0x1434,0.003052,-99.998993,0x00AC,-99.998993,0,,,,,,,0x00AC,-99.998993,0,0x1434,0.003052,-99.998993,,,
RAIL/FUEL,InjVlv_qFBCCyl[0],mg/hub,,,,,,,,,,,,,0x177A,0.003052,-99.998993,0x177A,0.003052,-99.998993,,,,,,,0x177A,0.003052,-99.998993
RAIL/FUEL,InjVlv_qFBCCyl[1],mg/hub,,,,,,,,,,,,,0x177B,0.003052,-99.998993,0x177B,0.003052,-99.998993,,,,,,,0x177B,0.003052,-99.998993
RAIL/FUEL,InjVlv_qFBCCyl[2],mg/hub,,,,,,,,,,,,,0x177C,0.003052,-99.998993,0x177C,0.003052,-99.998993,,,,,,,0x177C,0.003052,-99.998993
RAIL/FUEL,InjVlv_qFBCCyl[3],mg/hub,,,,,,,,,,,,,0x177D,0.003052,-99.998993,0x177D,0.003052,-99.998993,,,,,,,0x177D,0.003052,-99.998993
RAIL/FUEL,InjVlv_qFBCCyl[4],mg/hub,,,,,,,,,,,,,0x177E,0.003052,-99.998993,0x177E,0.003052,-99.998993,,,,,,,0x177E,0.003052,-99.998993
RAIL/FUEL,InjVlv_qFBCCyl[5],mg/hub,,,,,,,,,,,,,0x177F,0.003052,-99.998993,0x177F,0.003052,-99.998993,,,,,,,0x177F,0.003052,-99.998993
RAIL/FUEL,InjVlv_stRefRunUpTst,-,,,,,,,,,,,,,0x1794,1.000000,0.000000,0x1794,1.000000,0.000000,,,,,,,0x1794,1.000000,0.000000
RAIL/FUEL,InjVlv_tiDwnRunUpTst,us,,,,,,,,,,,,,0x178F,99.902395,0.000000,0x178F,99.902395,0.000000,,,,,,,0x178F,99.902395,0.000000
RAIL/FUEL,InjVlv_tiPstTDCComprTst[0],us,,,,,,,,,,,,,0x1795,99.902395,0.000000,0x1795,99.902395,0.000000,,,,,,,,,
RAIL/FUEL,InjVlv_tiPstTDCComprTst[1],us,,,,,,,,,,,,,0x1796,99.902395,0.000000,0x1796,99.902395,0.000000,,,,,,,,,
RAIL/FUEL,InjVlv_tiPstTDCComprTst[2],us,,,,,,,,,,,,,0x1797,99.902395,0.000000,0x1797,99.902395,0.000000,,,,,,,,,
RAIL/FUEL,InjVlv_tiPstTDCComprTst[3],us,,,,,,,,,,,,,0x1798,99.902395,0.000000,0x1798,99.902395,0.000000,,,,,,,,,
RAIL/FUEL,InjVlv_tiPstTDCComprTst[4],us,,,,,,,,,,,,,0x1799,99.902395,0.000000,0x1799,99.902395,0.000000,,,,,,,,,
RAIL/FUEL,InjVlv_tiPstTDCComprTst[5],us,,,,,,,,,,,,,0x179A,99.902395,0.000000,0x179A,99.902395,0.000000,,,,,,,,,
RAIL/FUEL,InjVlv_tiUpRunUpTst,us,,,,,,,,,,,,,0x178E,99.902395,0.000000,0x178E,99.902395,0.000000,,,,,,,0x178E,99.902395,0.000000
RAIL/FUEL,PCR_pBDesLP_mp,hPa,,,,,,,,,,,,,0x18A5,0.125002,0.000000,0x18A5,0.125002,0.000000,,,,,,,0x18A5,0.125002,0.000000
RAIL/FUEL,PCR_pBGDev,hPa,,,,,,,0x14D0,0.125002,0.000000,,,,0x189E,0.125002,0.000000,0x189E,0.125002,0.000000,,,,0x14D0,0.125002,0.000000,0x189E,0.125002,0.000000
RAIL/FUEL,PCR_pBGDevMax_mp,hPa,,,,,,,,,,,,,0x18A0,0.125002,0.000000,0x18A0,0.125002,0.000000,,,,,,,0x18A0,0.125002,0.000000
RAIL/FUEL,PCR_pBGDevMin_mp,hPa,,,,,,,,,,,,,0x18A1,0.125002,0.000000,0x18A1,0.125002,0.000000,,,,,,,0x18A1,0.125002,0.000000
RAIL/FUEL,PCR_pBGDvtLP,hPa,,,,,,,,,,,,,0x18A4,0.125002,0.000000,0x18A4,0.125002,0.000000,,,,,,,0x18A4,0.125002,0.000000
RAIL/FUEL,PCR_pDesVal,hPa,,,,0x008A,0.000000,0,0x008A,0.125002,0.000000,0x008A,0.000000,0,0x00C6,0.125002,0.000000,0x00C6,0.125002,0.000000,0x008A,0.000000,0,0x008A,0.125002,0.000000,0x00C6,0.125002,0.000000
RAIL/FUEL,PCR_pLPDvtMax_mp,hPa,,,,,,,,,,,,,0x18A6,0.125002,0.000000,0x18A6,0.125002,0.000000,,,,,,,0x18A6,0.125002,0.000000
RAIL/FUEL,PCR_pLPDvtMin_mp,hPa,,,,,,,,,,,,,0x18A7,0.125002,0.000000,0x18A7,0.125002,0.000000,,,,,,,0x18A7,0.125002,0.000000
RAIL/FUEL,PCR_rBPA,%,,,,,,,,,,,,,0x189C,0.003052,0.000000,0x189C,0.003052,0.000000,,,,,,,0x189C,0.003052,0.000000
RAIL/FUEL,PCR_stLPMonitor,-,,,,,,,,,,,,,0x18A2,1.000000,0.000000,0x18A2,1.000000,0.000000,,,,,,,0x18A2,1.000000,0.000000
RAIL/FUEL,PCR_stLPWorkSph,-,,,,,,,,,,,,,0x18A3,1.000000,0.000000,0x18A3,1.000000,0.000000,,,,,,,0x18A3,1.000000,0.000000
RAIL/FUEL,PCR_stMonitor,-,,,,0x004D,0.000000,0,0x13D5,1.000000,0.000000,0x004D,0.000000,0,0x189D,1.000000,0.000000,0x189D,1.000000,0.000000,0x004D,0.000000,0,0x13D5,1.000000,0.000000,0x189D,1.000000,0.000000
RAIL/FUEL,PCR_stWorkSph,-,,,,,,,0x14D1,1.000000,0.000000,,,,0x189F,1.000000,0.000000,0x189F,1.000000,0.000000,,,,0x14D1,1.000000,0.000000,0x189F,1.000000,0.000000
RAIL/FUEL,RailCD_pPeak,bar,,,,0x00C2,0.000000,0,0x00C2,0.030518,0.000000,0x00C2,0.000000,0,0x00DF,0.030518,0.000000,0x00DF,0.030518,0.000000,0x00C2,0.000000,0,0x00C2,0.030518,0.000000,0x00DF,0.030518,0.000000
RAIL/FUEL,RailCD_uPeakRaw,mV,,,,0x00D3,0.000000,0,0x00D3,0.610958,0.000000,0x00D3,0.000000,0,0x00E0,0.610958,0.000000,0x00E0,0.610958,0.000000,0x00D3,0.000000,0,0x00D3,0.610958,0.000000,0x00E0,0.610958,0.000000
RAIL/FUEL,Rail_ctHpTst_mp,-,,,,,,,,,,,,,0x197A,1.000000,0.000000,0x197A,1.000000,0.000000,,,,,,,0x197A,1.000000,0.000000
RAIL/FUEL,Rail_dvolMeUnSet,mm3/s,,,,0x0035,0.000000,0,0x13BD,10.000000,0.000000,0x0035,0.000000,0,0x1964,10.000000,0.000000,0x1964,10.000000,0.000000,0x0035,0.000000,0,0x13BD,10.000000,0.000000,0x1964,10.000000,0.000000
RAIL/FUEL,Rail_pSetPoint,bar,,,,0x00C3,0.000000,0,0x00C3,0.030518,0.000000,0x00C3,0.000000,0,0x00E1,0.030518,0.000000,0x00E1,0.030518,0.000000,0x00C3,0.000000,0,0x00C3,0.030518,0.000000,0x00E1,0.030518,0.000000
RAIL/FUEL,Rail_pSetPointZFC_mp,bar,,,,,,,0x152F,0.030518,0.000000,,,,0x1965,0.030518,0.000000,0x1965,0.030518,0.000000,,,,0x152F,0.030518,0.000000,0x1965,0.030518,0.000000
RAIL/FUEL,Rail_stCtlLoop,-,,,,0x0079,0.000000,0,0x1401,1.000000,0.000000,0x0079,0.000000,0,0x1966,1.000000,0.000000,0x1966,1.000000,0.000000,0x00DF,0.000000,0,0x1401,1.000000,0.000000,0x1966,1.000000,0.000000
RAIL/FUEL,Rail_stDwn1SigHpTst,-,,,,,,,,,,,,,0x1970,1.000000,0.000000,0x1970,1.000000,0.000000,,,,,,,0x1970,1.000000,0.000000
RAIL/FUEL,Rail_stDwn1SigHpTst1,-,,,,,,,,,,,,,0x1971,1.000000,0.000000,0x1971,1.000000,0.000000,,,,,,,0x1971,1.000000,0.000000
RAIL/FUEL,Rail_stDwn2SigHpTst,-,,,,,,,,,,,,,0x1972,1.000000,0.000000,0x1972,1.000000,0.000000,,,,,,,0x1972,1.000000,0.000000
RAIL/FUEL,Rail_stDwn2SigHpTst1,-,,,,,,,,,,,,,0x1973,1.000000,0.000000,0x1973,1.000000,0.000000,,,,,,,0x1973,1.000000,0.000000
RAIL/FUEL,Rail_stDwn3SigHpTst,-,,,,,,,,,,,,,0x1974,1.000000,0.000000,0x1974,1.000000,0.000000,,,,,,,0x1974,1.000000,0.000000
RAIL/FUEL,Rail_stDwn3SigHpTst1,-,,,,,,,,,,,,,0x1975,1.000000,0.000000,0x1975,1.000000,0.000000,,,,,,,0x1975,1.000000,0.000000
RAIL/FUEL,Rail_stDwnHpTst[0],-,,,,,,,,,,,,,0x197F,1.000000,0.000000,0x197F,1.000000,0.000000,,,,,,,0x197F,1.000000,0.000000
RAIL/FUEL,Rail_stDwnHpTst[1],-,,,,,,,,,,,,,0x1980,1.000000,0.000000,0x1980,1.000000,0.000000,,,,,,,0x1980,1.000000,0.000000
RAIL/FUEL,Rail_stDwnHpTst[2],-,,,,,,,,,,,,,0x1981,1.000000,0.000000,0x1981,1.000000,0.000000,,,,,,,0x1981,1.000000,0.000000
RAIL/FUEL,Rail_stDwnHpTst[3],-,,,,,,,,,,,,,0x1982,1.000000,0.000000,0x1982,1.000000,0.000000,,,,,,,0x1982,1.000000,0.000000
RAIL/FUEL,Rail_stDwnHpTst[4],-,,,,,,,,,,,,,0x1983,1.000000,0.000000,0x1983,1.000000,0.000000,,,,,,,0x1983,1.000000,0.000000
RAIL/FUEL,Rail_stRefHpTst,-,,,,,,,,,,,,,0x1976,1.000000,0.000000,0x1976,1.000000,0.000000,,,,,,,0x1976,1.000000,0.000000
RAIL/FUEL,Rail_stStMHpTst,-,,,,,,,,,,,,,0x196D,1.000000,0.000000,0x196D,1.000000,0.000000,,,,,,,0x1979,1.000000,0.000000
RAIL/FUEL,Rail_stStMHpTst1,-,,,,,,,,,,,,,0x1979,1.000000,0.000000,0x1979,1.000000,0.000000,,,,,,,,,
RAIL/FUEL,Rail_stUpHpTst[0],-,,,,,,,,,,,,,0x197B,1.000000,0.000000,0x197B,1.000000,0.000000,,,,,,,0x197B,1.000000,0.000000
RAIL/FUEL,Rail_stUpHpTst[1],-,,,,,,,,,,,,,0x197C,1.000000,0.000000,0x197C,1.000000,0.000000,,,,,,,0x197C,1.000000,0.000000
RAIL/FUEL,Rail_stUpHpTst[2],-,,,,,,,,,,,,,0x197D,1.000000,0.000000,0x197D,1.000000,0.000000,,,,,,,0x197D,1.000000,0.000000
RAIL/FUEL,Rail_stUpHpTst[3],-,,,,,,,,,,,,,0x197E,1.000000,0.000000,0x197E,1.000000,0.000000,,,,,,,0x197E,1.000000,0.000000
RAIL/FUEL,Rail_stUpSigHpTst,-,,,,,,,,,,,,,0x196E,1.000000,0.000000,0x196E,1.000000,0.000000,,,,,,,0x196E,1.000000,0.000000
RAIL/FUEL,Rail_stUpSigHpTst1,-,,,,,,,,,,,,,0x196F,1.000000,0.000000,0x196F,1.000000,0.000000,,,,,,,0x196F,1.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[0],ms,,,,,,,,,,,,,0x1984,10.000000,0.000000,0x1984,10.000000,0.000000,,,,,,,0x1984,10.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[1],ms,,,,,,,,,,,,,0x1985,10.000000,0.000000,0x1985,10.000000,0.000000,,,,,,,0x1985,10.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[2],ms,,,,,,,,,,,,,0x1986,10.000000,0.000000,0x1986,10.000000,0.000000,,,,,,,0x1986,10.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[3],ms,,,,,,,,,,,,,0x1987,10.000000,0.000000,0x1987,10.000000,0.000000,,,,,,,0x1987,10.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[4],ms,,,,,,,,,,,,,0x1988,10.000000,0.000000,0x1988,10.000000,0.000000,,,,,,,0x1988,10.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[5],ms,,,,,,,,,,,,,0x1989,10.000000,0.000000,0x1989,10.000000,0.000000,,,,,,,0x1989,10.000000,0.000000
RAIL/FUEL,Rail_tiDwnHpTst[6],ms,,,,,,,,,,,,,0x198A,10.000000,0.000000,0x198A,10.000000,0.000000,,,,,,,0x198A,10.000000,0.000000
RAIL/FUEL,Rail_tiUpHpTst[0],ms,,,,,,,,,,,,,0x198B,10.000000,0.000000,0x198B,10.000000,0.000000,,,,,,,0x198B,10.000000,0.000000
RAIL/FUEL,Rail_tiUpHpTst[1],ms,,,,,,,,,,,,,0x198C,10.000000,0.000000,0x198C,10.000000,0.000000,,,,,,,0x198C,10.000000,0.000000
RAIL/FUEL,Rail_tiUpHpTst[2],ms,,,,,,,,,,,,,0x198D,10.000000,0.000000,0x198D,10.000000,0.000000,,,,,,,0x198D,10.000000,0.000000
RAIL/FUEL,Rail_tiUpHpTst[3],ms,,,,,,,,,,,,,0x198E,10.000000,0.000000,0x198E,10.000000,0.000000,,,,,,,0x198E,10.000000,0.000000
RAIL/FUEL,ZFC_dpRail_mp,bar,,,,,,,0x1530,0.030518,0.000000,,,,0x1B62,0.030518,0.000000,0x1B62,0.030518,0.000000,,,,0x1530,0.030518,0.000000,0x1B62,0.030518,0.000000
RAIL/FUEL,ZFC_numCylInj_mp,-,,,,,,,0x1531,1.000000,0.000000,,,,0x1B63,1.000000,0.000000,0x1B63,1.000000,0.000000,,,,0x1531,1.000000,0.000000,0x1B63,1.000000,0.000000
RAIL/FUEL,ZFC_stInj_mp,-,,,,,,,0x153A,1.000000,0.000000,,,,0x1B65,1.000000,0.000000,0x1B65,1.000000,0.000000,,,,0x153A,1.000000,0.000000,0x1B65,1.000000,0.000000
RAIL/FUEL,zumP_RAIL,--,0x1F5D,0,0x00,,,,,,,,,,,,,,,,,,,,,,,,
TEMPERATURE,AFSCD_tAir_mp,deg C,,,,0x000F,-41.084307,0,0x000F,1.000240,-41.084307,0x000F,-41.084307,0,0x000F,1.000244,-41.083355,0x000F,1.000244,-41.083355,,,,0x000F,1.000240,-41.084307,0x000F,1.000244,-41.083355
TEMPERATURE,AirCtl_stAirCtl,-,,,,,,,,,,,,,0x13E9,1.000000,0.000000,0x13E9,1.000000,0.000000,,,,,,,0x13E9,1.000000,0.000000
TEMPERATURE,AirCtl_stAirCtlBits1_mp,-,,,,0x0041,0.000000,0,0x13C9,1.000000,0.000000,0x0041,0.000000,0,0x13E3,1.000000,0.000000,0x13E3,1.000000,0.000000,0x0041,0.000000,0,0x13C9,1.000000,0.000000,0x13E3,1.000000,0.000000
TEMPERATURE,AirCtl_stAirCtlBits1_mp1,-,,,,0x0042,0.000000,0,0x13CA,1.000000,0.000000,0x0042,0.000000,0,,,,,,,0x0042,0.000000,0,0x13CA,1.000000,0.000000,,,
TEMPERATURE,AirCtl_stAirCtlBits2_mp,-,,,,0x0043,0.000000,0,0x13CB,1.000000,0.000000,0x0043,0.000000,0,0x13E4,1.000000,0.000000,0x13E4,1.000000,0.000000,0x0043,0.000000,0,0x13CB,1.000000,0.000000,0x13E4,1.000000,0.000000
TEMPERATURE,AirCtl_stAirCtlBits2_mp1,-,,,,0x0044,0.000000,0,0x13CC,1.000000,0.000000,0x0044,0.000000,0,,,,,,,0x0044,0.000000,0,0x13CC,1.000000,0.000000,,,
TEMPERATURE,CTSCD_tClnt,deg C,,,,0x002C,-50.138440,0,0x0090,0.016787,-50.138440,0x002C,-50.138440,0,0x0095,0.016787,-50.138440,0x0095,0.016787,-50.138440,0x002C,-50.138440,0,0x0090,0.016787,-50.138440,0x0095,0.016787,-50.138440
TEMPERATURE,CTSCD_tClntLin,deg C,,,,0x0005,-41.084307,0,0x0005,1.000240,-41.084307,0x0005,-41.084307,0,0x0005,1.000244,-41.083355,0x0005,1.000244,-41.083355,0x0005,-41.084307,0,0x0005,1.000240,-41.084307,0x0005,1.000244,-41.083355
TEMPERATURE,CTSCD_uRaw,mV,,,,0x002B,0.000000,0,0x008F,0.610958,0.000000,0x002B,0.000000,0,0x0096,0.610958,0.000000,0x0096,0.610958,0.000000,0x002B,0.000000,0,0x008F,0.610958,0.000000,0x0096,0.610958,0.000000
TEMPERATURE,DSM_ctRdyTstFuel_mp,-,,,,0x0093,0.000000,0,0x141B,1.000000,0.000000,0x0093,0.000000,0,0x14BB,1.000000,0.000000,0x14BB,1.000000,0.000000,0x0093,0.000000,0,0x141B,1.000000,0.000000,0x14BB,1.000000,0.000000
TEMPERATURE,EGT_mOilDilEng,g,,,,,,,,,,,,,0x1523,0.030567,0.000000,0x1523,0.030567,0.000000,,,,,,,0x1523,0.030567,0.000000
TEMPERATURE,EGT_st,-,,,,,,,,,,,,,0x009B,1.000000,0.000000,0x009B,1.000000,0.000000,,,,,,,0x009B,1.000000,0.000000
TEMPERATURE,EGT_tiRgnOilDil,s,,,,,,,0x13D4,0.010000,0.000000,,,,0x1522,0.999024,0.000000,0x1522,0.999024,0.000000,,,,0x13D4,0.999001,0.000000,0x1522,0.999024,0.000000
TEMPERATURE,FTSCD_tFuel,deg C,,,,0x005B,-50.138440,0,0x005B,0.016787,-50.138440,0x005B,-50.138440,0,0x00A0,0.016787,-50.138440,0x00A0,0.016787,-50.138440,0x005B,-50.138440,0,0x005B,0.016787,-50.138440,0x00A0,0.016787,-50.138440
TEMPERATURE,FTSCD_uRaw,mV,,,,0x00D4,0.000000,0,0x00D4,0.610958,0.000000,0x00D4,0.000000,0,0x00A1,0.610958,0.000000,0x00A1,0.610958,0.000000,0x00D4,0.000000,0,0x00D4,0.610958,0.000000,0x00A1,0.610958,0.000000
TEMPERATURE,IATSCD_tAir,deg C,,,,0x0038,-50.138440,0,0x009C,0.016787,-50.138440,0x0038,-50.138440,0,0x00AD,0.016787,-50.138440,0x00AD,0.016787,-50.138440,0x0038,-50.138440,0,0x009C,0.016787,-50.138440,0x00AD,0.016787,-50.138440
TEMPERATURE,IATSCD_tAirCats,deg C,,,,0x0036,-50.138440,0,0x009A,0.016787,-50.138440,0x0036,-50.138440,0,0x00AE,0.016787,-50.138440,0x00AE,0.016787,-50.138440,0x0036,-50.138440,0,0x009A,0.016787,-50.138440,0x00AE,0.016787,-50.138440
TEMPERATURE,IATSCD_tAirLin,,,,,,,,,,,,,,,,,,,,0x000F,-41.084307,0,,,,,,
TEMPERATURE,IATSCD_tAirLinCats,deg C,,,,0x007D,-50.138440,0,0x1405,0.016787,-50.138440,0x007D,-50.138440,0,0x16A8,0.016787,-50.138440,0x16A8,0.016787,-50.138440,0x007D,-50.138440,0,0x1405,0.016787,-50.138440,0x16A8,0.016787,-50.138440
TEMPERATURE,IATSCD_uRaw,mV,,,,0x0037,0.000000,0,0x009B,0.610958,0.000000,0x0037,0.000000,0,,,,,,,0x0037,0.000000,0,0x009B,0.610958,0.000000,,,
TEMPERATURE,IATSCD_uRawCats,mV,,,,0x0078,0.000000,0,,,,0x0078,0.000000,0,0x00B0,0.610958,0.000000,0x00B0,0.610958,0.000000,,,,,,,0x00B0,0.610958,0.000000
TEMPERATURE,InjCrv_stRefShOffTst,-,,,,,,,,,,,,,0x16DA,1.000000,0.000000,0x16DA,1.000000,0.000000,,,,,,,0x16DA,1.000000,0.000000
TEMPERATURE,OTSCD_tEngOil,deg C,,,,,,,,,,,,,0x00C1,0.016787,-50.138440,0x00C1,0.016787,-50.138440,,,,,,,0x00C1,0.016787,-50.138440
TEMPERATURE,OxiCCD_uRawTempPre,mV,,,,0x00D5,0.000000,0,0x00A1,0.610958,0.000000,0x00D5,0.000000,0,0x00C4,0.610958,0.000000,0x00C4,0.610958,0.000000,0x00D5,0.000000,0,0x00A1,0.610958,0.000000,0x00C4,0.610958,0.000000
TEMPERATURE,PFltCD_uRawTempPre,mV,,,,0x00D6,0.000000,0,0x00D6,0.610958,0.000000,0x00D6,0.000000,0,0x00CE,0.610958,0.000000,0x00CE,0.610958,0.000000,0x00D6,0.000000,0,0x00D6,0.610958,0.000000,0x00CE,0.610958,0.000000
TEMPERATURE,PFlt_ctStartSnceHCCond_mp,-,,,,,,,,,,,,,0x1959,1.000000,0.000000,0x1959,1.000000,0.000000,,,,,,,0x1959,1.000000,0.000000
TEMPERATURE,PFlt_ctStartSnceRgn_mp,-,,,,,,,,,,,,,0x195C,1.000000,0.000000,0x195C,1.000000,0.000000,,,,,,,0x195C,1.000000,0.000000
TEMPERATURE,PFlt_dmSotSimDyn_mp,mg/s,,,,,,,,,,,,,0x1997,0.010000,0.000000,0x1997,0.010000,0.000000,,,,,,,0x1997,0.010000,0.000000
TEMPERATURE,PFlt_dmSotSimEmi_mp,mg/s,,,,,,,0x13C5,0.010000,0.000000,,,,0x1900,0.010000,0.000000,0x1900,0.010000,0.000000,,,,0x13C5,0.010000,0.000000,0x1900,0.010000,0.000000
TEMPERATURE,PFlt_dmSotSimRgnCRT_mp,mg/s,,,,,,,0x13C6,0.010000,0.000000,,,,,,,,,,,,,0x13C6,0.010000,0.000000,,,
TEMPERATURE,PFlt_dmSotSimRgnNO2,mg/s,,,,,,,,,,,,,0x1901,0.010000,0.000000,0x1901,0.010000,0.000000,,,,,,,0x1901,0.010000,0.000000
TEMPERATURE,PFlt_dmSotSimRgnThr_mp,mg/s,,,,,,,0x13C7,0.010000,0.000000,,,,0x1902,0.010000,0.000000,0x1902,0.010000,0.000000,,,,0x13C7,0.010000,0.000000,0x1902,0.010000,0.000000
TEMPERATURE,PFlt_dmSotSimRgn_mp,mg/s,,,,,,,0x13C8,0.010000,0.000000,,,,0x1903,0.010000,0.000000,0x1903,0.010000,0.000000,,,,0x13C8,0.010000,0.000000,0x1903,0.010000,0.000000
TEMPERATURE,PFlt_dmSotSimSty_mp,mg/s,,,,,,,,,,,,,0x199A,0.010000,0.000000,0x199A,0.010000,0.000000,,,,,,,0x199A,0.010000,0.000000
TEMPERATURE,PFlt_dmSotSim_mp,mg/s,,,,,,,,,,,,,0x199D,0.010000,0.000000,0x199D,0.010000,0.000000,,,,,,,0x199D,0.010000,0.000000
TEMPERATURE,PFlt_mSotSim,g,,,,,,,,,,,,,0x00D5,0.010000,0.000000,0x00D5,0.010000,0.000000,,,,,,,0x00D5,0.010000,0.000000
TEMPERATURE,PFlt_mSotSim_mp,g,,,,0x006B,0.000000,0,0x13F3,0.010000,0.000000,0x006B,0.000000,0,,,,,,,0x006B,0.000000,0,0x13F3,0.010000,0.000000,,,
TORQUE,ACCtl_trqLim,Nm,,,,,,,,,,,,,0x139C,0.114445,-2500.059225,0x139C,0.114445,-2500.059225,,,,,,,0x139C,0.114445,-2500.059225
TORQUE,ASDdc_trq,Nm,,,,0x00DC,-2500.060084,0,0x1464,0.114445,-2500.060084,0x00DC,-2500.060084,0,0x13C4,0.114445,-2500.059225,0x13C4,0.114445,-2500.059225,0x00DC,-2500.060084,0,0x1464,0.114445,-2500.060084,0x13C4,0.114445,-2500.059225
TORQUE,AccPed_trqDes,Nm,,,,0x003C,-2500.058653,0,0x13C4,0.114445,-2500.058653,0x003C,-2500.058653,0,0x13CE,0.114445,-2500.058653,0x13CE,0.114445,-2500.058653,0x003C,-2500.058653,0,0x13C4,0.114445,-2500.058653,0x13CE,0.114445,-2500.058653
TORQUE,CoVM_trqPrpDes,Nm,,,,0x0095,-2500.058653,0,0x141D,0.114445,-2500.058653,0x0095,-2500.058653,0,0x1464,0.114445,-2500.058653,0x1464,0.114445,-2500.058653,0x0095,-2500.058653,0,0x141D,0.114445,-2500.058653,0x1464,0.114445,-2500.058653
