Category,Bosch Name,Unit,DDE4 M57 (E39) ADR,DDE4 M57 (E39) FACT_A,DDE4 M57 (E39) FACT_B,DDE5 M57TU (E39/E46) ADR,DDE5 M57TU (E39/E46) FACT_A,DDE5 M57TU (E39/E46) FACT_B,DDE5 M57TU (E53) ADR,DDE5 M57TU (E53) FACT_A,DDE5 M57TU (E53) FACT_B,DDE5 M57TU (E60) ADR,DDE5 M57TU (E60) FACT_A,DDE5 M57TU (E60) FACT_B,DDE6 M57TU2 (E60/E90) ADR,DDE6 M57TU2 (E60/E90) FACT_A,DDE6 M57TU2 (E60/E90) FACT_B,DDE6.2 M57TU2TOP ADR,DDE6.2 M57TU2TOP FACT_A,DDE6.2 M57TU2TOP FACT_B,DDE5 M47TU (E46) ADR,DDE5 M47TU (E46) FACT_A,DDE5 M47TU (E46) FACT_B,DDE5 M47TU (E46/E83) ADR,DDE5 M47TU (E46/E83) FACT_A,DDE5 M47TU (E46/E83) FACT_B,DDE6 M47TU2 (E90) ADR,DDE6 M47TU2 (E90) FACT_A,DDE6 M47TU2 (E90) FACT_B
OTHER,ErLpCD_stMil,-,,,,,,,,,,,,,0x155E,1.000000,0.000000,0x155E,1.000000,0.000000,,,,,,,0x155E,1.000000,0.000000
OTHER,Ertm_tiload_u32,,,,,0x00E6,0.000000,0,,,,,,,,,,,,,0x00E6,0.000000,0,,,,,,
OTHER,FBC_DXSl_mp[0],%,,,,,,,,,,,,,0x157C,0.000036,-1.170332,0x157C,0.000036,-1.170332,,,,,,,0x157C,0.000036,-1.170332
OTHER,FBC_DXSl_mp[10],%,,,,,,,,,,,,,0x1586,0.000036,-1.170332,0x1586,0.000036,-1.170332,,,,,,,0x1586,0.000036,-1.170332
OTHER,FBC_DXSl_mp[11],%,,,,,,,,,,,,,0x1587,0.000036,-1.170332,0x1587,0.000036,-1.170332,,,,,,,0x1587,0.000036,-1.170332
OTHER,FBC_DXSl_mp[1],%,,,,,,,,,,,,,0x157D,0.000036,-1.170332,0x157D,0.000036,-1.170332,,,,,,,0x157D,0.000036,-1.170332
OTHER,FBC_DXSl_mp[2],%,,,,,,,,,,,,,0x157E,0.000036,-1.170332,0x157E,0.000036,-1.170332,,,,,,,0x157E,0.000036,-1.170332
OTHER,FBC_DXSl_mp[3],%,,,,,,,,,,,,,0x157F,0.000036,-1.170332,0x157F,0.000036,-1.170332,,,,,,,0x157F,0.000036,-1.170332
OTHER,FBC_DXSl_mp[4],%,,,,,,,,,,,,,0x1580,0.000036,-1.170332,0x1580,0.000036,-1.170332,,,,,,,0x1580,0.000036,-1.170332
OTHER,FBC_DXSl_mp[5],%,,,,,,,,,,,,,0x1581,0.000036,-1.170332,0x1581,0.000036,-1.170332,,,,,,,0x1581,0.000036,-1.170332
OTHER,FBC_DXSl_mp[6],%,,,,,,,,,,,,,0x1582,0.000036,-1.170332,0x1582,0.000036,-1.170332,,,,,,,0x1582,0.000036,-1.170332
OTHER,FBC_DXSl_mp[7],%,,,,,,,,,,,,,0x1583,0.000036,-1.170332,0x1583,0.000036,-1.170332,,,,,,,0x1583,0.000036,-1.170332
OTHER,FBC_DXSl_mp[8],%,,,,,,,,,,,,,0x1584,0.000036,-1.170332,0x1584,0.000036,-1.170332,,,,,,,0x1584,0.000036,-1.170332
OTHER,FBC_DXSl_mp[9],%,,,,,,,,,,,,,0x1585,0.000036,-1.170332,0x1585,0.000036,-1.170332,,,,,,,0x1585,0.000036,-1.170332
OTHER,FMA_qMapRow0_mp[0],mg/hub,,,,,,,0x14D3,0.010000,0.000000,,,,0x1591,0.010000,-327.670000,0x1591,0.010000,-327.670000,,,,0x14D3,0.010000,-327.670000,0x1591,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[1],mg/hub,,,,,,,0x14D4,0.010000,0.000000,,,,0x1592,0.010000,-327.670000,0x1592,0.010000,-327.670000,,,,0x14D4,0.010000,-327.670000,0x1592,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[2],mg/hub,,,,,,,0x14D5,0.010000,0.000000,,,,0x1593,0.010000,-327.670000,0x1593,0.010000,-327.670000,,,,0x14D5,0.010000,-327.670000,0x1593,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[3],mg/hub,,,,,,,0x14D6,0.010000,0.000000,,,,0x1594,0.010000,-327.670000,0x1594,0.010000,-327.670000,,,,0x14D6,0.010000,-327.670000,0x1594,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[4],mg/hub,,,,,,,0x14D7,0.010000,0.000000,,,,0x1595,0.010000,-327.670000,0x1595,0.010000,-327.670000,,,,0x14D7,0.010000,-327.670000,0x1595,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[5],mg/hub,,,,,,,0x14D8,0.010000,0.000000,,,,0x1596,0.010000,-327.670000,0x1596,0.010000,-327.670000,,,,0x14D8,0.010000,-327.670000,0x1596,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[6],mg/hub,,,,,,,0x14D9,0.010000,0.000000,,,,0x1597,0.010000,-327.670000,0x1597,0.010000,-327.670000,,,,0x14D9,0.010000,-327.670000,0x1597,0.010000,-327.670000
OTHER,FMA_qMapRow0_mp[7],mg/hub,,,,,,,0x14DA,0.010000,0.000000,,,,0x1598,0.010000,-327.670000,0x1598,0.010000,-327.670000,,,,0x14DA,0.010000,-327.670000,0x1598,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[0],mg/hub,,,,,,,0x14DB,0.010000,0.000000,,,,0x1599,0.010000,-327.670000,0x1599,0.010000,-327.670000,,,,0x14DB,0.010000,-327.670000,0x1599,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[1],mg/hub,,,,,,,0x14DC,0.010000,0.000000,,,,0x159A,0.010000,-327.670000,0x159A,0.010000,-327.670000,,,,0x14DC,0.010000,-327.670000,0x159A,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[2],mg/hub,,,,,,,0x14DD,0.010000,0.000000,,,,0x159B,0.010000,-327.670000,0x159B,0.010000,-327.670000,,,,0x14DD,0.010000,-327.670000,0x159B,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[3],mg/hub,,,,,,,0x14DE,0.010000,0.000000,,,,0x159C,0.010000,-327.670000,0x159C,0.010000,-327.670000,,,,0x14DE,0.010000,-327.670000,0x159C,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[4],mg/hub,,,,,,,0x14DF,0.010000,0.000000,,,,0x159D,0.010000,-327.670000,0x159D,0.010000,-327.670000,,,,0x14DF,0.010000,-327.670000,0x159D,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[5],mg/hub,,,,,,,0x14E0,0.010000,0.000000,,,,0x159E,0.010000,-327.670000,0x159E,0.010000,-327.670000,,,,0x14E0,0.010000,-327.670000,0x159E,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[6],mg/hub,,,,,,,0x14E1,0.010000,0.000000,,,,0x159F,0.010000,-327.670000,0x159F,0.010000,-327.670000,,,,0x14E1,0.010000,-327.670000,0x159F,0.010000,-327.670000
OTHER,FMA_qMapRow1_mp[7],mg/hub,,,,,,,0x14E2,0.010000,0.000000,,,,0x15A0,0.010000,-327.670000,0x15A0,0.010000,-327.670000,,,,0x14E2,0.010000,-327.670000,0x15A0,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[0],mg/hub,,,,,,,0x14E3,0.010000,0.000000,,,,0x15A1,0.010000,-327.670000,0x15A1,0.010000,-327.670000,,,,0x14E3,0.010000,-327.670000,0x15A1,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[1],mg/hub,,,,,,,0x14E4,0.010000,0.000000,,,,0x15A2,0.010000,-327.670000,0x15A2,0.010000,-327.670000,,,,0x14E4,0.010000,-327.670000,0x15A2,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[2],mg/hub,,,,,,,0x14E5,0.010000,0.000000,,,,0x15A3,0.010000,-327.670000,0x15A3,0.010000,-327.670000,,,,0x14E5,0.010000,-327.670000,0x15A3,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[3],mg/hub,,,,,,,0x14E6,0.010000,0.000000,,,,0x15A4,0.010000,-327.670000,0x15A4,0.010000,-327.670000,,,,0x14E6,0.010000,-327.670000,0x15A4,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[4],mg/hub,,,,,,,0x14E7,0.010000,0.000000,,,,0x15A5,0.010000,-327.670000,0x15A5,0.010000,-327.670000,,,,0x14E7,0.010000,-327.670000,0x15A5,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[5],mg/hub,,,,,,,0x14E8,0.010000,0.000000,,,,0x15A6,0.010000,-327.670000,0x15A6,0.010000,-327.670000,,,,0x14E8,0.010000,-327.670000,0x15A6,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[6],mg/hub,,,,,,,0x14E9,0.010000,0.000000,,,,0x15A7,0.010000,-327.670000,0x15A7,0.010000,-327.670000,,,,0x14E9,0.010000,-327.670000,0x15A7,0.010000,-327.670000
OTHER,FMA_qMapRow2_mp[7],mg/hub,,,,,,,0x14EA,0.010000,0.000000,,,,0x15A8,0.010000,-327.670000,0x15A8,0.010000,-327.670000,,,,0x14EA,0.010000,-327.670000,0x15A8,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[0],mg/hub,,,,,,,0x14EB,0.010000,0.000000,,,,0x15A9,0.010000,-327.670000,0x15A9,0.010000,-327.670000,,,,0x14EB,0.010000,-327.670000,0x15A9,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[1],mg/hub,,,,,,,0x14EC,0.010000,0.000000,,,,0x15AA,0.010000,-327.670000,0x15AA,0.010000,-327.670000,,,,0x14EC,0.010000,-327.670000,0x15AA,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[2],mg/hub,,,,,,,0x14ED,0.010000,0.000000,,,,0x15AB,0.010000,-327.670000,0x15AB,0.010000,-327.670000,,,,0x14ED,0.010000,-327.670000,0x15AB,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[3],mg/hub,,,,,,,0x14EE,0.010000,0.000000,,,,0x15AC,0.010000,-327.670000,0x15AC,0.010000,-327.670000,,,,0x14EE,0.010000,-327.670000,0x15AC,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[4],mg/hub,,,,,,,0x14EF,0.010000,0.000000,,,,0x15AD,0.010000,-327.670000,0x15AD,0.010000,-327.670000,,,,0x14EF,0.010000,-327.670000,0x15AD,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[5],mg/hub,,,,,,,0x14F0,0.010000,0.000000,,,,0x15AE,0.010000,-327.670000,0x15AE,0.010000,-327.670000,,,,0x14F0,0.010000,-327.670000,0x15AE,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[6],mg/hub,,,,,,,0x14F1,0.010000,0.000000,,,,0x15AF,0.010000,-327.670000,0x15AF,0.010000,-327.670000,,,,0x14F1,0.010000,-327.670000,0x15AF,0.010000,-327.670000
OTHER,FMA_qMapRow3_mp[7],mg/hub,,,,,,,0x14F2,0.010000,0.000000,,,,0x15B0,0.010000,-327.670000,0x15B0,0.010000,-327.670000,,,,0x14F2,0.010000,-327.670000,0x15B0,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[0],mg/hub,,,,,,,0x14F3,0.010000,0.000000,,,,0x15B1,0.010000,-327.670000,0x15B1,0.010000,-327.670000,,,,0x14F3,0.010000,-327.670000,0x15B1,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[1],mg/hub,,,,,,,0x14F4,0.010000,0.000000,,,,0x15B2,0.010000,-327.670000,0x15B2,0.010000,-327.670000,,,,0x14F4,0.010000,-327.670000,0x15B2,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[2],mg/hub,,,,,,,0x14F5,0.010000,0.000000,,,,0x15B3,0.010000,-327.670000,0x15B3,0.010000,-327.670000,,,,0x14F5,0.010000,-327.670000,0x15B3,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[3],mg/hub,,,,,,,0x14F6,0.010000,0.000000,,,,0x15B4,0.010000,-327.670000,0x15B4,0.010000,-327.670000,,,,0x14F6,0.010000,-327.670000,0x15B4,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[4],mg/hub,,,,,,,0x14F7,0.010000,0.000000,,,,0x15B5,0.010000,-327.670000,0x15B5,0.010000,-327.670000,,,,0x14F7,0.010000,-327.670000,0x15B5,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[5],mg/hub,,,,,,,0x14F8,0.010000,0.000000,,,,0x15B6,0.010000,-327.670000,0x15B6,0.010000,-327.670000,,,,0x14F8,0.010000,-327.670000,0x15B6,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[6],mg/hub,,,,,,,0x14F9,0.010000,0.000000,,,,0x15B7,0.010000,-327.670000,0x15B7,0.010000,-327.670000,,,,0x14F9,0.010000,-327.670000,0x15B7,0.010000,-327.670000
OTHER,FMA_qMapRow4_mp[7],mg/hub,,,,,,,0x14FA,0.010000,0.000000,,,,0x15B8,0.010000,-327.670000,0x15B8,0.010000,-327.670000,,,,0x14FA,0.010000,-327.670000,0x15B8,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[0],mg/hub,,,,,,,0x14FB,0.010000,0.000000,,,,0x15B9,0.010000,-327.670000,0x15B9,0.010000,-327.670000,,,,0x14FB,0.010000,-327.670000,0x15B9,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[1],mg/hub,,,,,,,0x14FC,0.010000,0.000000,,,,0x15BA,0.010000,-327.670000,0x15BA,0.010000,-327.670000,,,,0x14FC,0.010000,-327.670000,0x15BA,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[2],mg/hub,,,,,,,0x14FD,0.010000,0.000000,,,,0x15BB,0.010000,-327.670000,0x15BB,0.010000,-327.670000,,,,0x14FD,0.010000,-327.670000,0x15BB,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[3],mg/hub,,,,,,,0x14FE,0.010000,0.000000,,,,0x15BC,0.010000,-327.670000,0x15BC,0.010000,-327.670000,,,,0x14FE,0.010000,-327.670000,0x15BC,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[4],mg/hub,,,,,,,0x14FF,0.010000,0.000000,,,,0x15BD,0.010000,-327.670000,0x15BD,0.010000,-327.670000,,,,0x14FF,0.010000,-327.670000,0x15BD,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[5],mg/hub,,,,,,,0x1500,0.010000,0.000000,,,,0x15BE,0.010000,-327.670000,0x15BE,0.010000,-327.670000,,,,0x1500,0.010000,-327.670000,0x15BE,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[6],mg/hub,,,,,,,0x1501,0.010000,0.000000,,,,0x15BF,0.010000,-327.670000,0x15BF,0.010000,-327.670000,,,,0x1501,0.010000,-327.670000,0x15BF,0.010000,-327.670000
OTHER,FMA_qMapRow5_mp[7],mg/hub,,,,,,,0x1502,0.010000,0.000000,,,,0x15C0,0.010000,-327.670000,0x15C0,0.010000,-327.670000,,,,0x1502,0.010000,-327.670000,0x15C0,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[0],mg/hub,,,,,,,0x1503,0.010000,0.000000,,,,0x15C1,0.010000,-327.670000,0x15C1,0.010000,-327.670000,,,,0x1503,0.010000,-327.670000,0x15C1,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[1],mg/hub,,,,,,,0x1504,0.010000,0.000000,,,,0x15C2,0.010000,-327.670000,0x15C2,0.010000,-327.670000,,,,0x1504,0.010000,-327.670000,0x15C2,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[2],mg/hub,,,,,,,0x1505,0.010000,0.000000,,,,0x15C3,0.010000,-327.670000,0x15C3,0.010000,-327.670000,,,,0x1505,0.010000,-327.670000,0x15C3,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[3],mg/hub,,,,,,,0x1506,0.010000,0.000000,,,,0x15C4,0.010000,-327.670000,0x15C4,0.010000,-327.670000,,,,0x1506,0.010000,-327.670000,0x15C4,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[4],mg/hub,,,,,,,0x1507,0.010000,0.000000,,,,0x15C5,0.010000,-327.670000,0x15C5,0.010000,-327.670000,,,,0x1507,0.010000,-327.670000,0x15C5,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[5],mg/hub,,,,,,,0x1508,0.010000,0.000000,,,,0x15C6,0.010000,-327.670000,0x15C6,0.010000,-327.670000,,,,0x1508,0.010000,-327.670000,0x15C6,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[6],mg/hub,,,,,,,0x1509,0.010000,0.000000,,,,0x15C7,0.010000,-327.670000,0x15C7,0.010000,-327.670000,,,,0x1509,0.010000,-327.670000,0x15C7,0.010000,-327.670000
OTHER,FMA_qMapRow6_mp[7],mg/hub,,,,,,,0x150A,0.010000,0.000000,,,,0x15C8,0.010000,-327.670000,0x15C8,0.010000,-327.670000,,,,0x150A,0.010000,-327.670000,0x15C8,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[0],mg/hub,,,,,,,0x150B,0.010000,0.000000,,,,0x15C9,0.010000,-327.670000,0x15C9,0.010000,-327.670000,,,,0x150B,0.010000,-327.670000,0x15C9,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[1],mg/hub,,,,,,,0x150C,0.010000,0.000000,,,,0x15CA,0.010000,-327.670000,0x15CA,0.010000,-327.670000,,,,0x150C,0.010000,-327.670000,0x15CA,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[2],mg/hub,,,,,,,0x150D,0.010000,0.000000,,,,0x15CB,0.010000,-327.670000,0x15CB,0.010000,-327.670000,,,,0x150D,0.010000,-327.670000,0x15CB,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[3],mg/hub,,,,,,,0x150E,0.010000,0.000000,,,,0x15CC,0.010000,-327.670000,0x15CC,0.010000,-327.670000,,,,0x150E,0.010000,-327.670000,0x15CC,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[4],mg/hub,,,,,,,0x150F,0.010000,0.000000,,,,0x15CD,0.010000,-327.670000,0x15CD,0.010000,-327.670000,,,,0x150F,0.010000,-327.670000,0x15CD,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[5],mg/hub,,,,,,,0x1510,0.010000,0.000000,,,,0x15CE,0.010000,-327.670000,0x15CE,0.010000,-327.670000,,,,0x1510,0.010000,-327.670000,0x15CE,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[6],mg/hub,,,,,,,0x1511,0.010000,0.000000,,,,0x15CF,0.010000,-327.670000,0x15CF,0.010000,-327.670000,,,,0x1511,0.010000,-327.670000,0x15CF,0.010000,-327.670000
OTHER,FMA_qMapRow7_mp[7],mg/hub,,,,,,,0x1512,0.010000,0.000000,,,,0x15D0,0.010000,-327.670000,0x15D0,0.010000,-327.670000,,,,0x1512,0.010000,-327.670000,0x15D0,0.010000,-327.670000
OTHER,FMA_q_mp,mg/hub,,,,,,,,,,,,,0x1590,0.003052,-99.998993,0x1590,0.003052,-99.998993,,,,,,,0x1590,0.003052,-99.998993
OTHER,FMA_tiFuncOp_mp,s,,,,,,,0x1513,0.010000,0.000000,,,,0x15D1,0.999024,0.000000,0x15D1,0.999024,0.000000,,,,0x1513,0.999001,0.000000,0x15D1,0.999024,0.000000
OTHER,FPSCD_pLin,hPa,,,,,,,,,,,,,0x007A,0.125002,0.000000,0x007A,0.125002,0.000000,,,,,,,,,
OTHER,FPSCD_stRec_mp,-,,,,,,,,,,,,,0x15D8,1.000000,0.000000,0x15D8,1.000000,0.000000,,,,,,,,,
OTHER,FPSCD_uRawVal,mV,,,,,,,,,,,,,0x007D,0.610958,0.000000,0x007D,0.610958,0.000000,,,,,,,,,
OTHER,FanCD_dcycCorr_mp,,,,,,,,,,,,,,,,,,,,0x00E8,0.000000,0,,,,,,
OTHER,FanCD_dcycRaw_mp,%,,,,0x00E8,0.000000,0,0x00E6,0.010000,0.000000,0x00E8,0.000000,0,0x00A2,0.010000,0.000000,0x00A2,0.010000,0.000000,,,,0x00E6,0.010000,0.000000,0x00A2,0.010000,0.000000
OTHER,FlFCD_stFlFltRawVal,-,,,,0x00DF,0.000000,0,,,,0x00DF,0.000000,0,0x00A3,1.000000,0.000000,0x00A3,1.000000,0.000000,,,,,,,0x00A3,1.000000,0.000000
OTHER,FlFCD_stHtgOut_mp,-,,,,,,,,,,,,,0x15DA,1.000000,0.000000,0x15DA,1.000000,0.000000,,,,,,,,,
OTHER,FlFCD_stRecHtg_mp,-,,,,,,,,,,,,,0x15D6,1.000000,0.000000,0x15D6,1.000000,0.000000,,,,,,,,,
OTHER,FlMng_qLimSmk,mg/hub,,,,,,,0x14BD,0.010000,0.000000,,,,0x1568,0.003052,-99.998993,0x1568,0.003052,-99.998993,,,,0x14BD,0.010000,-327.670000,0x1568,0.003052,-99.998993
OTHER,FlPSCD_stRec_mp,-,,,,,,,,,,,,,0x15D7,1.000000,0.000000,0x15D7,1.000000,0.000000,,,,,,,,,
OTHER,FrmMng_nFan,1/min,,,,0x00CF,0.000000,0,0x1457,0.011445,0.000000,0x00CF,0.000000,0,0x15E1,0.091556,0.000000,0x15E1,0.091556,0.000000,0x00CF,0.000000,0,0x1457,0.011445,0.000000,0x15E1,0.091556,0.000000
OTHER,FrmMng_nPSP,rpm,,,,,,,,,,0x00E6,0.000000,0,0x00A4,1.000000,0.000000,0x00A4,1.000000,0.000000,,,,,,,0x00A4,1.000000,0.000000
OTHER,FrmMng_rPSPSetPoint,%,,,,,,,,,,0x00E7,0.000000,0,0x00A5,0.003052,0.000000,0x00A5,0.003052,0.000000,,,,,,,0x00A5,0.003052,0.000000
OTHER,FrmMng_stACHtgReq,-,,,,,,,0x146C,1.000000,0.000000,,,,0x15E2,1.000000,0.000000,0x15E2,1.000000,0.000000,0x00E4,0.000000,0,0x146C,1.000000,0.000000,0x15E2,1.000000,0.000000
OTHER,FrmMng_stPSP,-,,,,,,,,,,0x00CA,0.000000,0,0x15E3,1.000000,0.000000,0x15E3,1.000000,0.000000,,,,,,,0x15E3,1.000000,0.000000
OTHER,FrmMng_swtAC,-,,,,,,,,,,,,,0x15E4,1.000000,0.000000,0x15E4,1.000000,0.000000,,,,,,,0x15E4,1.000000,0.000000
OTHER,FrmMng_swtACComp_mp,-,,,,,,,0x1452,1.000000,0.000000,,,,,,,,,,0x00CA,0.000000,0,0x1452,1.000000,0.000000,,,
OTHER,FrmMng_swtAC_mp,-,,,,0x00C9,0.000000,0,0x1451,1.000000,0.000000,0x00C9,0.000000,0,,,,,,,0x00C9,0.000000,0,0x1451,1.000000,0.000000,,,
OTHER,FrmMng_tEnv,deg C,,,,0x00E3,-50.138440,0,0x146B,0.016787,-50.138440,0x00E3,-50.138440,0,0x15E5,0.016787,-50.138440,0x15E5,0.016787,-50.138440,0x00E3,-50.138440,0,0x146B,0.016787,-50.138440,0x15E5,0.016787,-50.138440
OTHER,Gearbx_stGear,-,,,,0x00DA,0.000000,0,0x1462,1.000000,0.000000,0x00DA,0.000000,0,0x1644,1.000000,0.000000,0x1644,1.000000,0.000000,0x00E0,0.000000,0,0x1462,1.000000,0.000000,0x1644,1.000000,0.000000
OTHER,Gearbx_swtType,-,,,,0x00A0,0.000000,0,0x1428,1.000000,0.000000,0x00A0,0.000000,0,0x1645,1.000000,0.000000,0x1645,1.000000,0.000000,0x00A0,0.000000,0,0x1428,1.000000,0.000000,0x1645,1.000000,0.000000
OTHER,GlwCD_RawVal_mp,-,,,,0x005A,0.000000,0,0x13E2,1.000000,0.000000,0x005A,0.000000,0,0x164E,1.000000,0.000000,0x164E,1.000000,0.000000,0x005A,0.000000,0,0x13E2,1.000000,0.000000,0x164E,1.000000,0.000000
OTHER,GlwCtl_rPwrOut,-,,,,0x007C,0.000000,0,0x007C,1.000000,0.000000,0x007C,0.000000,0,0x00A6,1.000000,0.000000,0x00A6,1.000000,0.000000,0x007C,0.000000,0,0x007C,1.000000,0.000000,0x00A6,1.000000,0.000000
OTHER,GlwCtl_stActrOut,-,,,,,,,0x0062,1.000000,0.000000,,,,,,,,,,,,,0x0062,1.000000,0.000000,,,
OTHER,HWEMon_numEEPBlockfailed,-,,,,,,,,,,,,,0x00B4,1.000000,0.000000,0x00B4,1.000000,0.000000,,,,,,,0x00B4,1.000000,0.000000
OTHER,HWEMon_numRecovery,-,,,,0x0073,0.000000,0,0x0073,1.000000,0.000000,0x0073,0.000000,0,0x00A8,1.000000,0.000000,0x00A8,1.000000,0.000000,0x0073,0.000000,0,0x0073,1.000000,0.000000,0x00A8,1.000000,0.000000
OTHER,HWEMon_numRecovery1,-,,,,,,,,,,,,,0x00A9,1.000000,0.000000,0x00A9,1.000000,0.000000,,,,,,,0x00A9,1.000000,0.000000
OTHER,HWEMon_recLocHigh_mp,-,,,,0x00FF,0.000000,0,0x00FF,1.000000,0.000000,0x00FF,0.000000,0,0x00AC,1.000000,0.000000,0x00AC,1.000000,0.000000,0x00FF,0.000000,0,0x00FF,1.000000,0.000000,0x00AC,1.000000,0.000000
OTHER,HWEMon_recLocLow_mp,-,,,,0x00FD,0.000000,0,0x00FD,1.000000,0.000000,0x00FD,0.000000,0,0x00AA,1.000000,0.000000,0x00AA,1.000000,0.000000,0x00FD,0.000000,0,0x00FD,1.000000,0.000000,0x00AA,1.000000,0.000000
OTHER,HWEMon_recLocLow_mp1,-,,,,0x00FE,0.000000,0,0x00FE,1.000000,0.000000,0x00FE,0.000000,0,0x00AB,1.000000,0.000000,0x00AB,1.000000,0.000000,0x00FE,0.000000,0,0x00FE,1.000000,0.000000,0x00AB,1.000000,0.000000
OTHER,I_gen,A,,,,,,,,,,,,,0x1F40,1.000000,0.000000,0x1F40,1.000000,0.000000,,,,,,,0x1F40,1.000000,0.000000
OTHER,IndSys_rVSA,%,,,,0x0058,0.000000,0,0x13E0,0.010000,0.000000,0x0058,0.000000,0,0x16B2,0.010000,0.000000,0x16B2,0.010000,0.000000,0x0058,0.000000,0,0x13E0,0.010000,0.000000,0x16B2,0.010000,0.000000
OTHER,LIGov_nSetpoint,rpm,,,,0x0031,0.000000,0,0x0098,0.125002,0.000000,0x0031,0.000000,0,0x00B7,0.125002,0.000000,0x00B7,0.125002,0.000000,0x0031,0.000000,0,0x0098,0.125002,0.000000,0x00B7,0.125002,0.000000
OTHER,LIGov_st,-,,,,0x00E2,0.000000,0,0x146A,1.000000,0.000000,0x00E2,0.000000,0,0x17D4,1.000000,0.000000,0x17D4,1.000000,0.000000,0x00E2,0.000000,0,0x146A,1.000000,0.000000,0x17D4,1.000000,0.000000
OTHER,LPACD_rOut,%,,,,,,,,,,,,,0x00B9,0.010000,0.000000,0x00B9,0.010000,0.000000,,,,,,,0x00B9,0.010000,0.000000
OTHER,Layer_B_ndroff,-,,,,,,,,,,,,,0x0079,1.000000,0.000000,0x0079,1.000000,0.000000,,,,,,,,,
OTHER,MeUnCD_dcycOut_mp,%,,,,0x00EC,0.000000,0,0x00EC,0.010000,0.000000,0x00EC,0.000000,0,0x00BE,0.010000,0.000000,0x00BE,0.010000,0.000000,0x00EC,0.000000,0,0x00EC,0.010000,0.000000,0x00BE,0.010000,0.000000
OTHER,MeUnCD_iActFlt_mp,mA,,,,0x007F,0.000000,0,0x1407,0.228891,0.000000,0x007F,0.000000,0,0x007C,0.228891,0.000000,0x007C,0.228891,0.000000,0x007F,0.000000,0,0x1407,0.228891,0.000000,0x1838,0.228891,0.000000
OTHER,MeUnCD_iActFlt_mp1,mA,,,,,,,,,,,,,0x1838,0.228891,0.000000,0x1838,0.228891,0.000000,,,,,,,,,
